instance,avg gap,std_dev,max gap,min gap,trials
instance,avg gap,std_dev,max gap,min gap,trials
tai35b.dat,80.47063646671293,11.105587415946598,99.89737269706563,68.42244693013471,5
tai15a.dat,29.118681964071364,3.558583063215134,34.068323141360175,25.12686301885043,5
